V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654,2.7891529826233654
45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432,45.9999476068432
0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494,0.034313345225589494
9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164,9.95004011574164
2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983,2.5531869172667983
7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604,7.349603935517604
23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303,23.331784545676303
25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137,25.873128645326137
48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425,48.3378628779425
8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036,8.364141317333036
